product,cpe,vid
EMC VNX2 File OE ソフトウェア,cpe:/a:emc:vnx2_oe_firmware,26913
EMC VNX2 ファームウェア,cpe:/o:emc:vnx2_firmware,29528
EMC VNX5200,cpe:/h:emc:vnx5200,26925
EMC VNX5400,cpe:/h:emc:vnx5400,26924
EMC VNX5600,cpe:/h:emc:vnx5600,26923
EMC VNX5800,cpe:/h:emc:vnx5800,26922
EMC VNXe,cpe:/a:emc:vnxe,9059
EMC VNXe ソフトウェア,cpe:/a:emc:vnxe_oe_firmware,26915
EMC VNXe1600,cpe:/h:emc:vnxe1600,26921
EMC VNXe3100,cpe:/h:emc:vnxe3100,26918
EMC VNXe3150,cpe:/h:emc:vnxe3150,26917
EMC VNXe3200,cpe:/h:emc:vnxe3200,26920
EMC VNXe3200 ハイブリッド,cpe:/h:emc:vnxe3200_hybrid,26919
EMC VNXe3300,cpe:/h:emc:vnxe3300,26916
ESRS Policy Manager,cpe:/a:emc:esrs_policy_manager,29800
homebase server,cpe:/a:emc:homebase_server,7770
Legato NetWorker,cpe:/a:emc:legato_networker,1637
Mainframe Enablers ResourcePak Base,cpe:/a:emc:mainframe_enablers_resourcepak_base,29082
RecoverPoint,cpe:/a:emc:recoverpoint,28190
RecoverPoint Appliance,cpe:/h:emc:recoverpoint_appliance,20606
RecoverPoint for Virtual Machines,cpe:/a:emc:recoverpoint_for_virtual_machines,24437
replistor,cpe:/a:emc:replistor,7771
retrospect client,cpe:/a:emc:retrospect_client,19348
RSA Access Manager,cpe:/a:emc:rsa_access_manager,20013
RSA Adaptive Authentication (Hosted),cpe:/a:emc:rsa_adaptive_authentication_hosted,20259
RSA Adaptive Authentication (On-Premise),cpe:/a:emc:rsa_adaptive_authentication_on-premise,3482
RSA Archer,cpe:/a:emc:rsa_archer,32865
RSA Archer eGRC,cpe:/a:emc:rsa_archer_egrc,16890
RSA Archer GRC,cpe:/a:emc:rsa_archer_grc,21842
RSA Archer Security Operations Management,cpe:/a:emc:rsa_archer_security_operations_management,28652
RSA Archer SmartSuite,cpe:/a:emc:rsa_archer_smartsuite,16889
RSA Authentication Agent API for C,cpe:/a:emc:rsa_authentication_agent_api_for_c,31627
RSA Authentication Agent SDK for C,cpe:/a:emc:rsa_authentication_agent_sdk_for_c,31628
RSA Authentication Client,cpe:/a:emc:rsa_authentication_client,13037
RSA Authentication Manager,cpe:/a:emc:rsa_authentication_manager,44097
RSA Authentication Manager Prime Self-Service,cpe:/a:emc:authentication_manager_prime_self-service,26706
RSA BSAFE,cpe:/a:emc:rsa_bsafe,19730
RSA BSAFE Crypto-C,cpe:/a:emc:rsa_bsafe_crypto-c,26190
RSA BSAFE Crypto-J,cpe:/a:emc:rsa_bsafe_crypto-j,26191
RSA BSAFE SSL-C,cpe:/a:emc:rsa_bsafe_ssl-c,24641
RSA BSAFE SSL-J,cpe:/a:emc:rsa_bsafe_ssl-j,19563
RSA BSAFE Toolkits,cpe:/a:emc:rsa_bsafe_toolkits,20391
RSA BSAFE-C Toolkits,cpe:/a:emc:rsa_bsafe-c_toolkits,20392
RSA BSAFE-Java Toolkits,cpe:/a:emc:rsa_bsafe-java_toolkits,20393
RSA Certificate Manager,cpe:/a:emc:rsa_certificate_manager,23713
RSA Data Loss Prevention,cpe:/a:emc:rsa_data_loss_prevention,19638
RSA Data Protection Manager,cpe:/a:emc:rsa_data_protection_manager,20395
RSA Data Protection Manager Software Server,cpe:/a:emc:rsa_data_protection_manager_software_server,13294
RSA Data Protection Manager アプライアンス,cpe:/h:emc:rsa_data_protection_manager_appliance,13293
RSA Identity Governance and Lifecycle,cpe:/a:emc:rsa_identity_governance_and_lifecycle,29466
RSA Identity Management and Governance,cpe:/a:emc:rsa_identity_management_and_governance,20923
rsa key manager client,cpe:/a:emc:rsa_key_manager_client,7772
RSA NetWitness,cpe:/a:emc:rsa_netwitness,20126
RSA NetWitness Informer,cpe:/a:emc:rsa_netwitness_informer,13397
RSA NetWitness NextGen,cpe:/a:emc:rsa_netwitness_nextgen,18862
RSA OneStep,cpe:/a:emc:rsa_onestep,24908
RSA Registration Manager,cpe:/a:emc:rsa_registration_manager,23714
RSA SecurID Authentication Agent,cpe:/a:emc:rsa_authentication_agent,13036
RSA Security Analytics,cpe:/a:emc:rsa_security_analytics,18863
rsa security sitekey,cpe:/a:emc:rsa_security_sitekey,7773
RSA Validation Manager,cpe:/a:emc:rsa_validation_manager,24339
RSA Via Lifecycle and Governance,cpe:/a:emc:rsa_via_lifecycle_and_governance,26953
RSA Web Threat Detection,cpe:/a:emc:rsa_web_threat_detection,21584
ScaleIO,cpe:/a:emc:scaleio,27625
Solutions Enabler,cpe:/a:emc:solutions_enabler,27003
Unified Infrastructure Manager/Provisioning,cpe:/a:emc:unified_infrastructure_manager%2Fprovisioning,24300
Unisphere,cpe:/a:emc:unisphere,18676
Unisphere Central,cpe:/a:emc:unisphere_central,23433
VASA Virtual Appliance,cpe:/a:emc:emc_vasa_virtual_appliance,32939
ViPR Controller,cpe:/a:emc:vipr_controller,33426
ViPR SRM,cpe:/a:emc:vipr_srm,23361
vmware,cpe:/a:emc:vmware,7774
vmware player,cpe:/a:emc:vmware_player,7775
vmware server,cpe:/a:emc:vmware_server,7776
VPLEX Geo,cpe:/h:emc:vplex_geo,18472
VPLEX GeoSynchrony,cpe:/a:emc:vplex_geosynchrony,18469
VPLEX Local,cpe:/h:emc:vplex_local,18470
VPLEX Metro,cpe:/h:emc:vplex_metro,18471
Watch4Net,cpe:/a:emc:watch4net,19065
xClerated Management System,cpe:/a:emc:xcelerated_management_system,23757
Dell SecureWorks モバイルアプリケーション,cpe:/a:misc:dellsecureworks_secureworks,25700
arabhost,cpe:/a:delmaa.com:arabhost,7254
enteliBUS ファームウェア,cpe:/o:deltacontrols:entelibus_firmware,40347
CNCSoft,cpe:/a:delta_electronics:cncsoft,35695
CNCSoft-B,cpe:/a:delta_electronics:cncsoft-b,47421
COMMGR,cpe:/a:delta_electronics:commgr,35694
Delta Industrial Automation DOPSoft,cpe:/a:delta_electronics:delta_industrial_automation_dopsoft,33064
Delta Industrial Automation PMSoft,cpe:/a:delta_electronics:delta_industrial_automation_pmsoft,36575
Delta Industrial Automation Screen Editor,cpe:/o:delta_electronics:delta_industrial_automation_screen_editor,32900
DeviceNet Builder,cpe:/a:delta_electronics:devicenet_builder,39147
DIAScreen,cpe:/a:delta_electronics:diascreen,48549
DOPSoft 2,cpe:/a:delta_electronics:dopsoft_2,49158
ISPSoft,cpe:/o:delta_electronics:ispsoft,28262
PMSoft,cpe:/o:delta_electronics:pmsoft,28263
ScreenEditor,cpe:/a:delta_electronics:screeneditor,35696
TPEditor,cpe:/a:delta_electronics:tpeditor,33710
WPLSoft,cpe:/o:delta_electronics:wplsoft,28264
CNCSoft ScreenEditor,cpe:/a:deltaww:cncsoft_screeneditor,43890
CNCSoft-B,cpe:/a:deltaww:cncsoft-b,49143
Delta DCISoft,cpe:/a:deltaww:dcisoft,40589
Delta TPEditor,cpe:/a:deltaww:tpeditor,40593
DIAEnergie,cpe:/a:deltaww:diaenergie,50256
DOPSoft,cpe:/a:deltaww:dopsoft,46473
deltaFlow,cpe:/a:deltaflow_project:deltaflow,48568
PHP Classifieds,cpe:/a:deltascripts:php_classifieds,3558
php links,cpe:/a:deltascripts:php_links,7255
php pro publish,cpe:/a:deltascripts:php_pro_publish,19316
php shop,cpe:/a:deltascripts:php_shop,7256
Ajera Timesheet,cpe:/a:deltek:ajera,37870
Deltek Vision,cpe:/a:deltek:vision,38532
Maconomy,cpe:/a:deltek:maconomy,38823
Deluge,cpe:/a:deluge:deluge,7257
deluxebb,cpe:/a:deluxebb:deluxebb,4294
UserPro,cpe:/a:userproplugin:userpro,31240
find-my-way,cpe:/a:find-my-way_project:find-my-way,47253
dem trac,cpe:/a:dem_trac:dem_trac,7258
Pluck SiteLife,cpe:/a:demandmedia:pluck_sitelife,5044
typing pal,cpe:/a:demarque:typing_pal,7259
im-metadata,cpe:/a:dnt:im-metadata,43210
im-resize,cpe:/a:dnt:im-resize,43159
BrightSuite Groupware,cpe:/a:denaliintranet:brightsuite_groupware,3337
phpgkit,cpe:/a:denis_moinel:phpgkit,7260
Gelin's Guest Book,cpe:/a:dnelubin:gelinsguestbook,13023
Spina,cpe:/a:denkgroot:spina,30497
juggle! free,cpe:/a:denki:juggle%21_free,22508
Colorbox Node,cpe:/a:dennis_blake:colorbox_node,13376
jQuery Countdown,cpe:/a:dennis_bruecke:jquery_countdown,19482
dr wiki,cpe:/a:dennis_royer:dr_wiki,7261
GWT Mobile PhoneGap Showcase,cpe:/a:gwt_mobile_phonegap_showcase_project:gwt_mobile_phonegap_showcase,21612
audio converter,cpe:/a:dennisre:audio_converter,7262
Deno,cpe:/a:deno:deno,50830
denora irc stats,cpe:/a:denora_irc_stats:denora_irc_stats,7263
phpdenora,cpe:/a:denorastats:phpdenora,7264
devil,cpe:/a:denton_woods:devil,7265
Sidexis,cpe:/a:dentsplysirona:sidexis,38522
U-Boot,cpe:/a:denx:u-boot,31354
DenyAll WAF,cpe:/a:denyall:web_application_firewall,30717
i-Suite,cpe:/a:denyall:i-suite,30715
phpLDAPadmin,cpe:/a:deon_george:phpldapadmin,3052
web template management system,cpe:/a:deonixscripts:web_template_management_system,7267
DfE School Experience,cpe:/a:schoolexperience:department_for_education_school_experience,40087
Dependabot,cpe:/a:dependabot_project:dependabot,48114
Dependency-Track,cpe:/a:dependencytrack:dependency-track,39618
der dirigent,cpe:/a:der_dirigent:der_dirigent,7268
pslash,cpe:/a:derek_leung:pslash,7269
Event Management and Registration,cpe:/a:derhansen:event_management_and_registration,46425
html-parser,cpe:/a:derrick_oswald:html-parser,7270
desafio,cpe:/a:desafio_project:desafio,34161
Infocad FM,cpe:/a:descor:infocad_fm,36899
DedeCMS,cpe:/a:dedecms:dedecms,7247
DSCMS,cpe:/a:dscms_project:dscms,36224
blazix web server,cpe:/a:desiderata_software:blazix_web_server,18818
Sefrengo,cpe:/a:sefrengo:sefrengo,23226
Social Network Tab,cpe:/a:designchemical:social_network_tabs,37871
Conference Management,cpe:/a:designmasterevents:conference_management:1.0.0,45688
MathType,cpe:/a:dessci:mathtype,32733
com productbook,cpe:/a:design-cars:com_productbook,7271
userpages2,cpe:/a:design4online:userpages2,7272
nuevoMailer,cpe:/a:nuevomailer:nuevomailer,29465
com ezine,cpe:/a:designforjoomla:com_ezine,7273
d4j ezine,cpe:/a:designforjoomla:d4j_ezine,7274
high5 review script,cpe:/a:designmind:high5_review_script,7275
Qards,cpe:/a:designmodo:qards,40515
asp/ms access shoutbox,cpe:/a:designplace:asp%2Fms_access_shoutbox,13471
Forget About Shortcode Buttons,cpe:/a:designsandcode:forget-about-shorcode-buttons,27057
blocked in free,cpe:/a:designtoolkits:blocked_in_free,22051
writers block cms,cpe:/a:desiquintans:writers_block_cms,7276
desire2learn fusion 2014,cpe:/a:desire2learn_fusion_2014_project:desire2learn_fusion_2014,22646
desi short url script,cpe:/a:desiscripts:desi_short_url_script,7277
deskpro,cpe:/a:deskpro:deskpro,7278
auto ftp manager,cpe:/a:deskshare:auto_ftp_manager,7279
deslock,cpe:/a:deslock:deslock,7280
deslock+,cpe:/a:deslock:deslock%2B,7281
socat,cpe:/a:dest-unreach:socat,4295
DestiNeed,cpe:/a:destineed_project:destineed,34310
DESTOON B2B,cpe:/a:destoon:destoon_b2b,36286
contract lifecycle management,cpe:/a:determine:contract_lifecycle_management,42555
DethemeKit For Elementor,cpe:/a:dethemekit_for_elementor_project:dethemekit_for_elementor,50381
Proc::Daemon - Run Perl,cpe:/a:detlef_pilzecker:proc%3A%3Adaemon-run_perl,19448
com restaurante,cpe:/a:detodas:com_restaurante,7282
restaurante component for joomla,cpe:/a:detodas:restaurante_component_for_joomla,7283
Mailoptimizer,cpe:/a:deutschepost:mailoptimizer,47791
stampit web,cpe:/a:deutsche_post:stampit_web,7284
MagentaCLOUD,cpe:/a:deutsche_telekom:magentacloud,38468
speedport w500 dsl router,cpe:/h:deutsche_telekom:speedport_w500_dsl_router,8855
dev web management system,cpe:/a:dev:dev_web_management_system,7291
neuron blog,cpe:/a:dev:neuron_blog,7292
deV!L'z Clanportal,cpe:/a:dev%21l%27z:dev%21l%27z_clanportal,3720
Gamebase,cpe:/a:dev%21l%27z:dev%21l%27z_clanportal_gamebase_addon,3723
Formhandler,cpe:/a:typoheads:formhandler,17638
Webkit PDFs,cpe:/a:typoheads:webkitpdf,3387
com arcadegames,cpe:/a:dev.pucit.edu.pk:com_arcadegames,7286
com market,cpe:/a:dev.pucit.edu.pk:com_market,7287
com onlineexam,cpe:/a:dev.pucit.edu.pk:com_onlineexam,13472
com webtv,cpe:/a:dev.pucit.edu.pk:com_webtv,7288
0irc,cpe:/a:dev0.de:0irc,7289
GD bbPress Attachments,cpe:/a:dev4press:gd_bbpress_attachments,24638
GD Rating System,cpe:/a:dev4press:gd_rating_system,32067
GD Star Rating,cpe:/a:dev4press:gd_star_rating,23245
dev4u cms,cpe:/a:dev4u:dev4u_cms,7290
Dzone AnswerHub,cpe:/a:devada:dzone_answerhub,41321
devada,cpe:/a:devada_project:devada,22575
devalcms,cpe:/a:devalcms:devalcms,7293
devana,cpe:/a:devana:devana,7294
Word Search Free,cpe:/a:devarai:word_search_free,21049
register-plus,cpe:/a:devbits:register-plus,4296
devcert,cpe:/a:devcert_project:devcert,45507
devcert sanscache,cpe:/a:devcert-sanscache_project:devcert-sanscache,42546
cubecart,cpe:/a:devellion:cubecart,7295
AJAX Control Toolkit,cpe:/a:devexpress:ajax_control_toolkit,24636
DevExpress ASPxFileManager Control for WebForms and MVC,cpe:/a:devexpress:aspxfilemanager_control_for_webforms_and_mvc,20287
Developer Log,cpe:/a:developer_log_project:developer_log,24296
events calendar,cpe:/a:developiteasy:events_calendar,7298
membership system,cpe:/a:developiteasy:membership_system,7296
news and article system,cpe:/a:developiteasy:news_and_article_system,7297
photo gallery,cpe:/a:developiteasy:photo_gallery,7299
WP GPX Maps,cpe:/a:devfarm:wp_gpx_maps,42880
DeviceLock Plug and Play Auditor,cpe:/a:devicelock:plug_and_play_auditor,33649
PC Analyser,cpe:/a:pcanalyser:pc_analyser,47754
developers image library,cpe:/a:devil:developers_image_library,7300
Devise Token Auth,cpe:/a:devise_token_auth_project:devise_token_auth,40786
devmass cart,cpe:/a:devmass:devmass_cart,7302
Devolutions Remote Desktop Manager,cpe:/a:devolutions:remote_desktop_manager,48485
Devolutions Server,cpe:/a:devolutions:devolutions_server,48484
gfwx,cpe:/a:devolutions:gfwx,49487
GRR,cpe:/a:devome:grr,43843
DevonIT thin-client management tool,cpe:/a:devonit:thin-client_management_tool,2497
DEXT UploadX5,cpe:/a:dextsolution:dextuploadx5,37123
News theme,cpe:/a:devpress:news,3584
Social Pug,cpe:/a:devpups:social_pug,36915
openterracotta,cpe:/a:devraj_mukherjee:openterracotta,7303
Best Responsive,cpe:/a:devsaran:best_responsive,17064
Business theme,cpe:/a:devsaran:business,17049
Clean Theme,cpe:/a:devsaran:clean_theme,17056
Company theme,cpe:/a:devsaran:company,17065
Creative Theme,cpe:/a:devsaran:creative,17062
Elegant Theme,cpe:/a:devsaran:elegant_theme,13214
Fresh Theme,cpe:/a:devsaran:fresh,17063
Premium Responsive theme,cpe:/a:devsaran:responsive,17061
Professional theme,cpe:/a:devsaran:professional_theme,17046
Responsive Blog Theme,cpe:/a:devsaran:responsive_blog,17047
Simple Corporate theme,cpe:/a:devsaran:corporate,17066
devscripts,cpe:/a:devscripts_devel_team:devscripts,5281
Banner Effect Header,cpe:/a:banner_effect_header_project:banner_effect_header,23228
DevSpace,cpe:/a:devspace:devspace,45737
blogworx,cpe:/a:devworx:blogworx,7304
dew-newphplinks,cpe:/a:dew-code:dew-newphplinks,7305
DeWeiSecurityServiceToken,cpe:/a:deweisecurityservicetoken_project:deweisecurityservicetoken,34222
DEWESoft,cpe:/o:dewesoft:dewesoft,33076
DEXIS Imaging Suite,cpe:/a:dexis:imaging_suite,26805
Z250 ファームウェア,cpe:/o:dexp:z250_firmware,41923
lunarpoll,cpe:/a:dexxaboy:lunarpoll,7306
Responsive Lightbox,cpe:/a:dfactory:responsive_lightbox,29367
PTK,cpe:/a:dflabs:ptk,7307
dgard8.lab6,cpe:/a:dgard8.lab6_project:dgard8.lab6,34300
DGLux Server,cpe:/a:dglogik:dglux_server,39621
dgnews,cpe:/a:dgnews:dgnews,7308
DxEnterprise,cpe:/a:dh2i:dxenterprise,49513
DxOdyssey,cpe:/a:dh2i:dxodyssey,49514
DhaCoin,cpe:/a:dhacoin_project:dhacoin,34869
Google Site Search,cpe:/a:google_site_search_project:google_site_search_module,18577
dhcart,cpe:/a:dhcart:dhcart,7309
DhCms,cpe:/a:dhcms_project:dhcms,37719
dhcpcd,cpe:/a:dhcpcd_project:dhcpcd,4770
dhtmlxSpreadsheet,cpe:/a:dhtmlx:dhtmlxspreadsheet,18646
dhttpd,cpe:/a:dhttpd:dhttpd,3627
Dia,cpe:/a:dia:dia,7310
diabetes forum,cpe:/a:diabetes:diabetes_forum,22621
diabetic diet guide,cpe:/a:diabetic_diet_guide_project:diabetic_diet_guide,22951
diafan.CMS,cpe:/a:diafan:diafan.cms,23189
SDK,cpe:/a:dialog-semiconductor:software_development_kit,43235
PowerMedia XMS,cpe:/a:dialogic:powermedia_xms,35096
processguard,cpe:/a:diamondcs:processguard,7311
dgnews,cpe:/a:diangemilang:dgnews,7312
DWSurvey,cpe:/a:diaowen:dwsurvey,39766
dibbler,cpe:/a:dibbler:dibbler,7313
mpegable player,cpe:/a:dicas:mpegable_player,7314
dicshunary,cpe:/a:dicshunary:dicshunary,7315
inforss,cpe:/a:didier_ernotte:inforss,7316
DidiWiki,cpe:/a:didiwiki_project:didiwiki,25705
Browser - TYPO3 without PHP,cpe:/a:die-netzmacher:browser,18082
Wincor Probase,cpe:/o:misc:diebold_nixdorf_wincor_probase,45546
aTube Catcher,cpe:/a:diego_uscanga:atube_catcher,23167
diesel job site,cpe:/a:dieselscripts:diesel_job_site,7317
diesel joke site,cpe:/a:dieselscripts:diesel_joke_site,7318
diesel paid mail,cpe:/a:dieselscripts:diesel_paid_mail,7319
diesel pay,cpe:/a:dieselscripts:diesel_pay,7320
diesel smart traffic,cpe:/a:dieselscripts:diesel_smart_traffic,7321
fe address edit,cpe:/a:dieter_mayer:fe_address_edit,7322
dietlibc,cpe:/a:dietlibc_project:dietlibc,42192
travelmate,cpe:/a:dietmar_schffer:travelmate,7323
nusoap,cpe:/a:dietrich_ayala:nusoap,4297
Diferior,cpe:/a:diferior:diferior,2934
Hidden Memory - Aladdin FREE!,cpe:/a:differencegames:hidden_memory_-_aladdin_free%21,21069
Hidden Object - Alice Free,cpe:/a:differencegames:hidden_object_-_alice_free,21067
diffoscope,cpe:/a:diffoscope:diffoscope,33289
eclipse-cdt,cpe:/a:diffplug:eclipse-cdt,40465
eclipse-groovy,cpe:/a:diffplug:eclipse-groovy,40466
eclipse-wtp,cpe:/a:diffplug:eclipse-wtp,40467
spotless-plugin-gradle,cpe:/a:diffplug:gradle,39323
spotless-plugin-maven,cpe:/a:diffplug:maven,39324
DigDash,cpe:/a:digdash:digdash,45172
intranet open source,cpe:/a:digger_solutions:intranet_open_source,7324
anywhere usb5,cpe:/h:digi_international_inc:anywhere_usb5,8856
anywhere usb14 ファームウェア,cpe:/o:digi:anywhereusb%2f14_firmware,42533
ConnectPort LTS 32 MEI BIOS,cpe:/o:digi:connectport_lts_32_mei_bios,43414
ConnectPort LTS 32 MEI ファームウェア,cpe:/o:digi:connectport_lts_32_mei_firmware,43415
ConnectPort X2e ファームウェア,cpe:/o:digi:connectport_x2e_firmware,47897
PortServer TS 16 ファームウェア,cpe:/o:digi:portserver_ts_16_firmware,49201
Saros,cpe:/o:digi:saros,44756
TransPort LR54 ファームウェア,cpe:/o:digi:transport_lr54_firmware,37941
TransPort WR21 ファームウェア,cpe:/o:digi:transport_wr21_firmware,43144
TransPort WR44 ファームウェア,cpe:/o:digi:transport_wr44_firmware,43145
XBee 2 ファームウェア,cpe:/o:digi:xbee_2_firmware,44900
Qt,cpe:/a:digia:qt,16894
digiaffiliate,cpe:/a:digiappz:digiaffiliate,7325
digidomain,cpe:/a:digiappz:digidomain,7326
digileave,cpe:/a:digiappz:digileave,7327
digirez,cpe:/a:digiappz:digirez,7328
freekot,cpe:/a:digiappz:freekot,7329
DG-5514T ADSL ルータ,cpe:/h:digicom:dg-5514t_adsl_router,21814
DG-5514T ADSL ルータファームウェア,cpe:/o:digicom:dg-5514t_adsl_router_firmware,21815
DG-5524T,cpe:/h:digicom:dg-5524t,24687
motoring classics,cpe:/a:digifi:motoring_classics,22892
maya,cpe:/a:digimode10:maya,7330
Thumbshooter,cpe:/a:digineo:thumbshooter,17128
digioz guestbook,cpe:/a:digioz:digioz_guestbook,7331
DASDEC,cpe:/h:digital_alert_systems:dasdec_eas,17645
forge,cpe:/a:digitalbazzar:forge:::~~~node.js~~,45724
Wind Analysis,cpe:/a:digital_canal_structural:wind_analysis,29610
Digital Cloud Token,cpe:/a:digital_cloud_token_project:digital_cloud_token,34951
rtspvapgdecoder.dll,cpe:/a:digital_data_communications:rtspvapgdecoder.dll,7332
pariah,cpe:/a:digital_extreme:pariah,7333
digital eye gallery,cpe:/a:digital_eye_gallery:digital_eye_gallery,7334
dompdf,cpe:/a:digitaljunkies:dompdf,4298
IntraMaps,cpe:/a:mapsolutions:intramaps,40432
Fusion,cpe:/a:fusion_project:fusion,23626
esellerate sdk,cpe:/a:digital_river:esellerate_sdk,7336
dzs-zoomsounds,cpe:/a:digital_zoom_studio:dzs-zoomsounds,41032
Video Gallery,cpe:/a:digital_zoom_studio:video_gallery,20238
ddcms,cpe:/a:digitaldesign:ddcms,7337
HotelDruid,cpe:/a:digitaldruid:hoteldruid,36727
mootorratturid & biker.ee,cpe:/a:digitalfruit:mootorratturid_%26_biker.ee,22843
com contactinfo,cpe:/a:digitalgreys:com_contactinfo,7338
digitalhive,cpe:/a:digitalhive:digitalhive,7339
digital interchange document library,cpe:/a:digitalinterchange:digital_interchange_document_library,7340
ds cms,cpe:/a:digitalspinners:ds_cms,7341
Online Examination System,cpe:/a:digitalvidhya:digi_online_examination_system,21676
cms digital workroom,cpe:/a:digitalworkroom:cms_digital_workroom,4299
DigiLIBE,cpe:/a:digitiliti:digilibe,16921
digitizing quote and ordering system,cpe:/a:digitizing_quote_and_ordering_system:digitizing_quote_and_ordering_system,7342
DA-70254 ファームウェア,cpe:/o:digitus:da-70254_firmware,45875
Appliance S800i,cpe:/h:digium:appliance_s800i,8740
Asterisk,cpe:/a:digium:asterisk,6025
Asterisk Appliance Developer Kit,cpe:/a:digium:asterisk_appliance_developer_kit,6027
Asterisk Business Edition,cpe:/a:digium:asterisk_business_edition,1900
Asterisk GUI,cpe:/a:digium:asterisk_gui,30783
Asterisk Open Source,cpe:/a:digium:open_source,1901
Asterisk with Digiumphones,cpe:/a:digium:asterisk_digiumphones,9398
Asterisk-addons,cpe:/a:digium:asterisk-addons,6026
AsteriskNOW,cpe:/a:digium:asterisknow,6028
Certified Asterisk,cpe:/a:digium:certified_asterisk,5221
Digium Addons,cpe:/a:digium:addons_module,29978
p b x,cpe:/a:digium:p_b_x,6029
s800i,cpe:/a:digium:s800i,6030
s800i (Asterisk Appliance),cpe:/h:digium:s800i_appliance,1902
Zaptel,cpe:/a:digium:zaptel,6031
diigo toolbar,cpe:/a:diigo:diigo_toolbar,7344
diigolet,cpe:/a:diigo:diigolet,7345
sound,cpe:/a:sound_project:sound,35549
DiliCMS,cpe:/a:dilicms:dilicms,33487
dillo,cpe:/a:dillo:dillo,7346
Tidal Workload Automation Agent,cpe:/a:dillonkane:tidal_workload_automation,38498
contentdm,cpe:/a:dimema:contentdm,7347
dimension of phpbb,cpe:/a:dimension_of_phpbb:dimension_of_phpbb,7348
security suite ip logger,cpe:/a:dimitri_seitz:security_suite_ip_logger,7349
kitto,cpe:/a:kitto_project:kitto,29714
YellowBox CRM,cpe:/a:dimo-crm:yellowbox_crm,42856
dawaween,cpe:/a:dimofinf:dawaween,7350
Dimofinf CMS,cpe:/a:dimofinf:dimofinf_cms,34506
infinity script,cpe:/a:dimofinf:infinity_script,7351
DimonCoin,cpe:/a:dimoncoin:dimoncoin,33749
ding ezetop. top-up any phone,cpe:/a:ding:ding_ezetop._top-up_any_phone,22320
hybserv2,cpe:/a:dinko_korunic:hybserv2,7352
dl paycart,cpe:/a:dinkumsoft:dl_paycart,7354
dl paycart,cpe:/a:dinkumsoft.com:dl_paycart,7353
d-iscussion board,cpe:/a:dino:d-iscussion_board,7355
Dino,cpe:/a:dino:dino,40604
DinsteinCoin,cpe:/a:dinsteincoin_project:dinsteincoin,34305
pd calendar today,cpe:/a:diocese_of_portsmouth:pd_calendar_today,7356
com dioneformwizard,cpe:/a:dionesoft:com_dioneformwizard,7357
Diplomat | Political,cpe:/a:diplomat_political_project:diplomat_political,41094
Diqee 360 ファームウェア,cpe:/o:diqee:diqee360_firmware,35135
mypic,cpe:/a:diqiye:mypic,7358
Dir2web,cpe:/a:dir2web:dir2web,9192
dircproxy,cpe:/a:dircproxy:dircproxy,7359
DWR,cpe:/a:directwebremoting:direct_web_remoting,21696
DirectFB,cpe:/a:directfb:directfb,20335
direct news,cpe:/a:directnews:direct_news,7361
Directum,cpe:/a:directum:directum,50182
Directus,cpe:/a:rangerstudio:directus,33506
Directus 7 API,cpe:/a:rangerstudio:directus_7_api,39534
nweb2fax,cpe:/a:dirk_bartley:nweb2fax,7362
datamints newsticker,cpe:/a:dirk_maiwert:datamints_newsticker,7363
dirlist php,cpe:/a:dirlist:dirlist_php,7364
DirPHP,cpe:/a:dirphp_project:dirphp,20673
srr for solaris,cpe:/a:disa:srr_for_solaris,7365
Disable Comments,cpe:/a:disable_comments:disable_comments_project,33010
Discord Recon,cpe:/a:discord-recon_project:discord-recon,48726
discordi.js,cpe:/a:discordi.js_project:discordi.js,34520
Discount,cpe:/a:discount_project:discount,33711
acg ptp,cpe:/a:discountedscripts:acg_ptp,7366
e-gold script shop,cpe:/a:discountedscripts:e-gold_script_shop,7367
quick poll script,cpe:/a:discountedscripts:quick_poll_script,7368
Discourse,cpe:/a:discourse:discourse,39669
discuz gbk,cpe:/a:discuz:discuz_gbk,7370
Discuz!,cpe:/a:discuz:discuz%21,7369
UCenter Home,cpe:/a:discuz:ucenter_home,3544
DISH Anywhere,cpe:/a:dish:dish_anywhere,21289
diskeeper,cpe:/a:diskeeper:diskeeper,7371
diskos cms,cpe:/a:diskos:diskos_cms,7372
DiskSavvy Enterprise,cpe:/a:disksavvy:disksavvy_enterprise,27988
diskusage-ng,cpe:/a:diskusage-ng_project:diskusage-ng,44213
maleficent free fall,cpe:/a:disney:maleficent_free_fall,22947
Where's My Perry Free,cpe:/a:disney:where%27s_my_perry%3f_free,21107
Where's My Water Free,cpe:/a:disney:where%27s_my_water%3f_free,21106
Core Software Cleaner,cpe:/a:displaylink:core_software_cleaner,34496
Disqus Comment System,cpe:/a:disqus:disqus_comment_system,20849
The Moron Test,cpe:/a:distinctdev:the_moron_test,35670
dcc,cpe:/a:distributed_checksum_clearinghouse:dcc,7373
Distributed Ruby (dRuby),cpe:/a:distributed_ruby_project:distributed_ruby,41868
dit.cms,cpe:/a:ditcms:dit.cms,7374
storefront-api,cpe:/a:divante:storefront-api,44708
vue-storefront-api,cpe:/a:divante:vue-storefront-api,44709
dsIDXpress IDX,cpe:/a:diversesolutions:dsidxpress_idx_plugin,20442
dsSearchAgent: WordPress Edition,cpe:/a:diversesolutions:dssearchagent,20454
divfix++,cpe:/a:divfix:divfix%2B%2B,29953
Divi,cpe:/a:diviproject:divi,41439
